,Benchmark,Hardware Vendor	,System,Peak Result,Base Result,# Cores,# Chips ,Processor ,Published
391,CINT2017,Dell Inc.,PowerEdge R6525 (AMD EPYC 7413 24-Core Processor),12.3,12.2,48,2,AMD EPYC 7413,Mar-21
565,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7413 24-Core Processor),12.2,12.1,48,2,AMD EPYC 7413,Mar-21
311,CINT2017,Dell Inc.,PowerEdge C6525 (AMD EPYC 7443 24-Core Processor),13.4,13.3,48,2,AMD EPYC 7443,May-21
566,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7443 24-Core Processor),13.3,13.3,48,2,AMD EPYC 7443,May-21
392,CINT2017,Dell Inc.,PowerEdge R6525 (AMD EPYC 7443 24-Core Processor),13.5,13.4,48,2,AMD EPYC 7443,Jun-21
530,CINT2017,Dell Inc.,PowerEdge R7515 (AMD EPYC 7443P 24-Core Processor),13.3,13.2,24,1,AMD EPYC 7443P,May-21
393,CINT2017,Dell Inc.,PowerEdge R6525 (AMD EPYC 7443P 24-Core Processor),13.4,13.4,24,1,AMD EPYC 7443P,Aug-21
312,CINT2017,Dell Inc.,PowerEdge C6525 (AMD EPYC 7443P 24-Core Processor),13.2,13.2,24,1,AMD EPYC 7443P,Jun-21
361,CINT2017,Dell Inc.,PowerEdge R6515 (AMD EPYC 7443P 24-Core Processor),13.3,13.3,24,1,AMD EPYC 7443P,Jun-21
567,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7443P 24-Core Processor),13.3,13.2,24,1,AMD EPYC 7443P,Jul-21
362,CINT2017,Dell Inc.,"PowerEdge R6515 (AMD EPYC 7452, 2.35 GHz)",8.89,8.61,32,1,AMD EPYC 7452,Sep-19
531,CINT2017,Dell Inc.,"PowerEdge R7515 (AMD EPYC 7452, 2.35GHz)",8.7,8.47,32,1,AMD EPYC 7452,Oct-19
568,CINT2017,Dell Inc.,"PowerEdge R7525 (AMD EPYC 7452, 2.35 GHz)",8.9,8.67,64,2,AMD EPYC 7452,Dec-19
313,CINT2017,Dell Inc.,"PowerEdge C6525 (AMD EPYC 7452, 2.35 GHz)",8.93,8.66,64,2,AMD EPYC 7452,Oct-19
394,CINT2017,Dell Inc.,"PowerEdge R6525 (AMD EPYC 7452, 2.35 GHz)",8.95,8.66,64,2,AMD EPYC 7452,Oct-19
569,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7453 28-Core Processor),11.0,11.0,56,2,AMD EPYC 7453,May-21
570,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7473X 24-Core Processor),13.2,13.0,48,2,AMD EPYC 7473X,Mar-22
395,CINT2017,Dell Inc.,PowerEdge R6525 (AMD EPYC 7473X 24-Core Processor),13.2,13.0,48,2,AMD EPYC 7473X,Mar-22
532,CINT2017,Dell Inc.,PowerEdge R7515 (AMD EPYC 74F3 24-Core Processor),13.4,13.3,24,1,AMD EPYC 74F3,Jul-21
571,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 74F3 24-Core Processor),13.4,13.4,48,2,AMD EPYC 74F3,Aug-21
519,CINT2017,Dell Inc.,"PowerEdge R7425 (AMD EPYC 7501, 2.00GHz)",6.88,6.71,64,2,AMD EPYC 7501,Dec-18
314,CINT2017,Dell Inc.,"PowerEdge C6525 (AMD EPYC 7502, 2.50 GHz)",8.93,8.66,64,2,AMD EPYC 7502,Nov-19
396,CINT2017,Dell Inc.,"PowerEdge R6525 (AMD EPYC 7502, 2.50 GHz)",8.95,8.66,64,2,AMD EPYC 7502,Oct-19
572,CINT2017,Dell Inc.,"PowerEdge R7525 (AMD EPYC 7502, 2.50 GHz)",8.91,8.56,64,2,AMD EPYC 7502,Dec-19
363,CINT2017,Dell Inc.,"PowerEdge R6515 (AMD EPYC 7502P, 2.50 GHz)",8.8,8.53,32,1,AMD EPYC 7502P,Sep-19
315,CINT2017,Dell Inc.,"PowerEdge C6525 (AMD EPYC 7502P, 2.50GHz)",8.72,8.45,32,1,AMD EPYC 7502P,Nov-19
533,CINT2017,Dell Inc.,"PowerEdge R7515 (AMD EPYC 7502P, 2.50GHz)",8.76,8.43,32,1,AMD EPYC 7502P,Oct-19
534,CINT2017,Dell Inc.,PowerEdge R7515 (AMD EPYC 7513 32-Core Processor),12.3,12.3,32,1,AMD EPYC 7513,May-21
364,CINT2017,Dell Inc.,PowerEdge R6515 (AMD EPYC 7513 32-Core Processor),12.2,12.3,32,1,AMD EPYC 7513,Jun-21
573,CINT2017,Dell Inc.,PowerEdge R7525 (AMD EPYC 7513 32-Core Processor),12.3,12.3,64,2,AMD EPYC 7513,May-21
397,CINT2017,Dell Inc.,PowerEdge R6525 (AMD EPYC 7513 32-Core Processor),12.6,12.6,64,2,AMD EPYC 7513,Jun-21
316,CINT2017,Dell Inc.,PowerEdge C6525 (AMD EPYC 7513 32-Core Processor),12.4,12.4,64,2,AMD EPYC 7513,May-21
535,CINT2017,Dell Inc.,"PowerEdge R7515 (AMD EPYC 7532, 2.40 GHz)",8.79,8.5,32,1,AMD EPYC 7532,Apr-20
365,CINT2017,Dell Inc.,"PowerEdge R6515 (AMD EPYC 7532, 2.40 GHz)",8.79,8.53,32,1,AMD EPYC 7532,Feb-20
398,CINT2017,Dell Inc.,"PowerEdge R6525 (AMD EPYC 7532, 2.40 GHz)",8.79,8.46,64,2,AMD EPYC 7532,Dec-19
